,importPrice,refundAmount,refundPrice,saleAmount,salePrice,saleTotal,serialNum
579,14.50,0,0.00,6,18.50,111.00,6971657870503
580,14.50,0,0.00,3,18.50,55.50,6971657870893
581,14.50,0,0.00,1,18.50,18.50,6971657870343
582,6.50,0,0.00,1,8.30,8.30,6971426300491
583,6.50,0,0.00,7,8.30,58.10,6971426300477
584,10.80,0,0.00,5,13.90,69.50,4897076061181
585,9.50,0,0.00,1,12.00,12.00,9555118659530
586,11.00,0,0.00,1,13.80,13.80,4897076062379
587,11.00,0,0.00,2,13.80,27.60,4897076062393
596,17.00,0,0.00,1,22.00,22.00,6904432813037
597,26.50,0,0.00,1,33.50,33.50,6905014000081
598,25.00,0,0.00,2,28.00,56.00,6905014000890
599,21.50,0,0.00,1,27.80,27.80,6973768111179
600,11.50,0,0.00,2,15.00,30.00,4897119860832
601,11.50,0,0.00,3,15.00,45.00,4897119860825
602,13.60,0,0.00,1,17.00,17.00,4710484398970
603,25.00,0,0.00,1,29.80,29.80,4979365122725
604,33.00,0,0.00,2,38.80,77.60,6971062129289
605,46.00,0,0.00,1,49.00,49.00,6971062128855
606,25.00,0,0.00,1,29.80,29.80,4979365122718
607,10.80,0,0.00,1,15.00,15.00,6975840950034
608,10.80,0,0.00,2,15.00,30.00,6975840950058
609,10.80,0,0.00,3,15.00,45.00,6975840950041
610,12.00,0,0.00,1,16.00,16.00,6975840950089
611,12.00,0,0.00,1,16.00,16.00,6975840950096
612,23.50,0,0.00,1,31.80,31.80,6975840950065
613,64.00,0,0.00,5,79.00,395.00,6970480320292
614,67.00,0,0.00,6,84.00,504.00,6948042400034
615,67.00,0,0.00,3,84.00,252.00,6948042403929
616,56.00,0,0.00,10,69.90,699.00,6948042400027
619,31.00,0,0.00,9,37.00,333.00,6921555521236
621,174.00,0,0.00,6,219.00,1314.00,8412253001437
622,84.00,0,0.00,1,98.00,98.00,6909931264151
623,70.00,0,0.00,1,86.00,86.00,6926650313151
624,64.00,0,0.00,1,78.00,78.00,6926650331483
635,4.60,0,0.00,3,6.00,18.00,6926410320214
636,4.60,0,0.00,8,6.00,48.00,6926410321501
637,4.60,0,0.00,4,6.00,24.00,6926410330954
638,16.00,0,0.00,4,20.80,83.20,6971885311816
639,16.00,0,0.00,2,20.80,41.60,6971885311892
640,10.00,0,0.00,7,12.70,88.90,6971284201244
641,10.00,0,0.00,12,12.70,152.40,6971284201206
642,7.00,0,0.00,5,8.90,44.50,6971284201220
643,5.70,0,0.00,1,7.50,7.50,6941541006349
644,4.50,0,0.00,1,5.90,5.90,6941541002068
645,5.70,0,0.00,1,7.50,7.50,6941541005236
646,4.50,0,0.00,1,5.90,5.90,6941541002129
647,8.50,0,0.00,2,12.50,25.00,6972779770023
648,8.50,0,0.00,10,12.50,125.00,6972779770016
649,15.50,0,0.00,5,19.50,97.50,6971807592699
650,15.50,0,0.00,8,19.50,156.00,6971807593382
651,15.50,0,0.00,4,19.50,78.00,6971807593764
652,15.50,0,0.00,4,22.80,91.20,6920509001251
653,24.80,0,0.00,8,36.50,292.00,6920509001404
655,5.70,0,0.00,87,7.70,669.90,8859015700168
656,2.10,0,0.00,1,2.50,2.50,6936571950052
657,1.80,0,0.00,26,2.40,62.40,6922255447833
658,2.20,0,0.00,157,2.40,376.80,6903004568511
659,4.40,0,0.00,4,5.40,21.60,6974906990595
660,4.40,0,0.00,3,5.40,16.20,6974906990588
661,3.50,0,0.00,2,4.50,9.00,6974800840286
670,3.50,0,0.00,1,4.50,4.50,6974800840330
671,5.00,0,0.00,1,6.30,6.30,6970399927247
672,5.00,0,0.00,33,6.50,214.50,6970399922365
673,5.00,0,0.00,34,6.50,221.00,6970399922518
674,4.00,0,0.00,30,4.80,144.00,6921168558025
675,4.00,0,0.00,17,4.80,81.60,6921168558018
676,4.00,0,0.00,34,4.80,163.20,6921168558049
677,4.20,0,0.00,1,5.00,5.00,6921168596348
678,4.00,0,0.00,17,4.80,81.60,6921168558032
679,4.80,0,0.00,17,5.80,98.60,6974878230101
680,4.60,0,0.00,4,6.00,24.00,6973497200205
681,13.50,0,0.00,5,16.80,84.00,6973497200045
682,13.50,0,0.00,7,16.80,117.60,6973497200052
683,4.60,0,0.00,20,5.80,116.00,6973497202360
684,4.60,0,0.00,9,5.80,52.20,6973497202940
685,5.00,0,0.00,20,6.50,130.00,6973497200304
686,4.60,0,0.00,3,5.80,17.40,6973497202346
687,8.10,0,0.00,2,9.60,19.20,6971836970444
688,5.00,0,0.00,1,6.00,6.00,6973782440347
689,12.80,0,0.00,3,14.90,44.70,6923555210462
690,12.80,0,0.00,2,14.90,29.80,6923555210479
691,12.80,0,0.00,3,14.90,44.70,6923555212749
692,3.90,0,0.00,1,4.70,4.70,6944839992065
693,5.80,0,0.00,2,7.00,14.00,6954767401836
694,4.80,0,0.00,21,5.90,123.90,6972863230105
695,7.00,0,0.00,1,9.90,9.90,8855044006684
696,7.00,0,0.00,2,9.90,19.80,8855044004628
697,4.30,0,0.00,1,5.20,5.20,6902538004045
698,4.30,0,0.00,2,5.20,10.40,6902538005141
707,4.30,0,0.00,1,5.20,5.20,6902538004052
708,2.30,0,0.00,6,3.00,18.00,6938309700526
709,6.50,0,0.00,5,7.90,39.50,6971196385179
710,6.50,0,0.00,18,7.90,142.20,6971196385070
711,6.50,0,0.00,5,7.90,39.50,6971196385162
712,6.50,0,0.00,50,7.50,375.00,6973852490005
713,6.60,0,0.00,11,7.20,79.20,6921168593804
714,3.00,0,0.00,2,3.69,7.38,6921168594993
715,3.00,0,0.00,2,3.69,7.38,6921168595006
716,1.20,0,0.00,73,1.60,116.80,6921168511280
717,7.50,0,0.00,13,8.80,114.40,6921168559176
718,1.30,0,0.00,48,1.70,81.60,6921168509256
719,8.00,0,0.00,4,9.90,39.60,6921168594726
720,8.00,0,0.00,2,9.90,19.80,6921168594733
721,4.10,0,0.00,7,4.90,34.30,6921168500956
722,7.30,0,0.00,19,8.80,167.20,6937003701327
723,5.00,0,0.00,2,6.50,13.00,6917878030623
724,11.50,0,0.00,1,14.50,14.50,6943851102674
725,11.50,0,0.00,2,14.50,29.00,6943851102780
726,3.80,0,0.00,19,4.90,93.10,6972549660134
727,6.00,0,0.00,18,7.50,135.00,6972549660035
728,4.20,0,0.00,3,5.00,15.00,6972549660929
729,4.10,0,0.00,4,4.80,19.20,6972549661254
730,4.20,0,0.00,31,5.00,155.00,6972549660677
731,4.20,0,0.00,18,5.00,90.00,6972549660905
732,3.80,0,0.00,16,4.90,78.40,6972549660097
733,4.00,0,0.00,34,4.90,166.60,6935498308793
734,8.00,0,0.00,2,9.90,19.80,6971836970123
735,10.00,0,0.00,3,12.50,37.50,6901818460878
744,8.00,0,0.00,5,9.50,47.50,4891028707899
745,4.00,0,0.00,15,4.80,72.00,6954767422688
746,6.50,0,0.00,1,7.90,7.90,6974348720002
747,6.50,0,0.00,17,7.90,134.30,6974348720392
748,6.50,0,0.00,4,7.90,31.60,6974348720019
749,2.10,0,0.00,10,2.50,25.00,6954767430386
750,12.30,0,0.00,10,14.90,149.00,6901347880390
751,0.00,-3,-14.40,3,4.80,14.40,6957735788861
752,3.50,0,0.00,1,4.20,4.20,6926892568081
753,3.50,0,0.00,2,4.20,8.40,6926892501033
754,22.00,0,0.00,18,29.70,534.60,6975131550721
755,4.60,0,0.00,17,5.70,96.90,6975176782460
756,4.20,0,0.00,15,5.00,75.00,6970399920415
757,5.20,0,0.00,1,6.30,6.30,6970399921092
760,7.50,0,0.00,4,9.90,39.60,6911569140158
761,12.00,0,0.00,1,16.90,16.90,6911569126411
762,3.80,0,0.00,12,5.00,60.00,6924640202225
763,10.70,0,0.00,4,13.20,52.80,6911569014145
764,16.50,0,0.00,2,21.50,43.00,6911569506848
765,19.00,0,0.00,6,26.90,161.40,6911569113497
766,10.50,0,0.00,3,13.50,40.50,6911569132313
767,20.00,0,0.00,2,26.00,52.00,6911569200289
768,12.00,0,0.00,4,16.90,67.60,6911569126398
769,16.50,0,0.00,17,21.50,365.50,6911569009943
770,19.00,0,0.00,15,28.90,433.50,6911569114456
771,18.00,0,0.00,9,22.50,202.50,6911569145061
781,7.70,0,0.00,9,9.90,89.10,6923450662106
782,13.50,0,0.00,1,17.80,17.80,4894375022547
783,11.00,0,0.00,6,14.00,84.00,4894375011008
784,10.00,0,0.00,1,13.00,13.00,4713507008337
785,13.50,0,0.00,2,17.80,35.60,4894375022530
786,10.00,0,0.00,1,13.00,13.00,4713507008344
787,9.50,0,0.00,1,12.00,12.00,029173092964
788,9.50,0,0.00,1,12.00,12.00,029173092971
789,10.00,0,0.00,9,13.00,117.00,8935024140147
790,13.00,0,0.00,2,16.90,33.80,6914973601567
791,27.00,0,0.00,1,34.00,34.00,8809420330740
792,8.50,0,0.00,2,11.00,22.00,3185610001139
793,9.50,0,0.00,3,12.90,38.70,6948939602404
794,8.50,0,0.00,1,11.80,11.80,6948939602572
795,9.50,0,0.00,4,12.90,51.60,6948939602381
796,9.80,0,0.00,2,12.90,25.80,6948939608208
797,6.40,0,0.00,1,7.90,7.90,6901845040692
798,6.40,0,0.00,1,7.90,7.90,6901845040685
799,6.40,0,0.00,2,7.90,15.80,6901845040951
800,10.20,0,0.00,7,12.70,88.90,6923668390075
801,10.20,0,0.00,6,12.70,76.20,6923668390181
802,17.00,0,0.00,5,24.50,122.50,6918598028105
803,11.50,0,0.00,1,15.00,15.00,6937451883118
804,14.00,0,0.00,1,18.00,18.00,6937451883231
805,13.00,0,0.00,4,16.90,67.60,6914973200685
806,31.00,0,0.00,4,36.50,146.00,6914973604223
807,30.50,0,0.00,3,37.00,111.00,6914973206106
808,31.00,0,0.00,2,36.50,73.00,6914973604230
809,42.00,0,0.00,4,46.00,184.00,6914973300828
818,13.50,0,0.00,6,16.90,101.40,6931802400078
819,13.50,0,0.00,15,16.90,253.50,6931802400047
820,11.40,0,0.00,1,15.00,15.00,4897044644613
821,4.50,0,0.00,3,6.00,18.00,6954003201299
822,8.30,0,0.00,15,9.80,147.00,80050278
823,18.70,0,0.00,1,24.00,24.00,9556023986476
824,18.70,0,0.00,3,24.00,72.00,9556023875985
825,9.50,0,0.00,2,12.00,24.00,6940188801560
826,10.00,0,0.00,1,13.00,13.00,6940188801607
827,10.00,0,0.00,11,13.00,143.00,6940188801638
828,10.00,0,0.00,1,13.00,13.00,6940188801591
829,8.30,0,0.00,6,10.20,61.20,4713507019135
830,8.30,0,0.00,3,10.20,30.60,4713507011528
831,30.40,0,0.00,2,39.90,79.80,6971284200063
832,30.40,0,0.00,3,39.90,119.70,6971284200049
833,3.70,0,0.00,2,4.50,9.00,6920907808278
834,3.70,0,0.00,2,4.50,9.00,6920907808179
835,7.00,0,0.00,4,8.50,34.00,6920907809909
836,7.00,0,0.00,6,8.50,51.00,6920907809886
837,7.00,0,0.00,3,8.50,25.50,6920907809862
838,16.50,0,0.00,1,21.50,21.50,6920907801347
839,6.30,0,0.00,6,7.50,45.00,6925843404249
840,11.00,0,0.00,5,14.00,70.00,4894375010995
841,7.80,0,0.00,1,10.50,10.50,9556023564599
842,16.00,0,0.00,3,21.00,63.00,6959629805463
843,16.00,0,0.00,1,21.00,21.00,6959629805548
844,16.00,0,0.00,2,21.00,42.00,6959629805487
845,16.00,0,0.00,1,21.00,21.00,6959629805531
846,16.00,0,0.00,2,21.00,42.00,6959629805470
855,18.00,0,0.00,2,23.00,46.00,9588552322302
856,10.00,0,0.00,1,13.00,13.00,6971529861257
857,10.00,0,0.00,5,12.80,64.00,6927682700018
858,26.00,-1,-35.00,2,35.00,70.00,5410081201848
859,19.00,0,0.00,7,23.80,166.60,6952480000800
860,9.80,0,0.00,3,12.90,38.70,6923976110136
861,9.80,0,0.00,1,12.90,12.90,6923976112161
862,9.80,0,0.00,4,12.90,51.60,6923976181266
863,12.90,0,0.00,4,17.00,68.00,6970209860467
864,12.90,0,0.00,4,17.00,68.00,6970209860221
865,15.00,0,0.00,8,19.00,152.00,6934364814697
866,11.00,0,0.00,1,14.50,14.50,8993175537391
867,18.00,0,0.00,4,23.00,92.00,6923228400404
868,72.00,0,0.00,1,95.00,95.00,6924187892637
869,32.00,0,0.00,2,42.90,85.80,6924187876576
870,28.00,0,0.00,1,36.00,36.00,6924187875333
871,6.80,0,0.00,8,8.90,71.20,6924187851160
872,23.00,0,0.00,1,29.00,29.00,6924187889316
873,23.00,0,0.00,1,29.00,29.00,6924187889309
874,33.00,0,0.00,2,44.50,89.00,6924187858725
875,11.20,0,0.00,2,15.90,31.80,6924187821989
876,10.70,0,0.00,8,13.90,111.20,6924187821644
877,13.50,0,0.00,6,19.00,114.00,6924187822337
878,32.00,0,0.00,3,39.00,117.00,6974900680560
879,80.00,0,0.00,4,97.00,388.00,6974900680270
880,36.00,0,0.00,2,44.00,88.00,6974900680737
881,13.50,0,0.00,7,16.60,116.20,6925723002411
882,34.00,0,0.00,1,45.00,45.00,8002650002177
883,14.00,0,0.00,2,18.50,37.00,4715219771615
892,5.20,0,0.00,13,6.70,87.10,6901306180714
893,5.20,0,0.00,1,6.70,6.70,6901306180738
894,5.20,0,0.00,1,6.70,6.70,6901306180707
895,11.00,0,0.00,2,13.50,27.00,6926972995219
896,11.00,0,0.00,1,13.50,13.50,6926972995226
897,11.00,0,0.00,1,13.50,13.50,6926972995202
898,14.00,0,0.00,2,17.90,35.80,6972636670244
899,14.00,0,0.00,7,17.90,125.30,6972636670237
900,14.00,0,0.00,7,17.90,125.30,6972636670213
901,21.50,0,0.00,1,25.50,25.50,6909995101676
902,21.50,0,0.00,1,25.50,25.50,6909995110326
903,13.00,0,0.00,1,17.00,17.00,8032755323761
904,30.00,0,0.00,2,40.00,80.00,6959479300422
905,14.00,0,0.00,2,18.00,36.00,4712883837876
906,14.00,0,0.00,2,18.00,36.00,4712883837883
907,8.00,0,0.00,3,10.50,31.50,4712883834257
908,28.00,0,0.00,2,38.00,76.00,4712764583595
909,13.50,0,0.00,2,18.00,36.00,4897025889453
910,32.00,0,0.00,2,41.00,82.00,4897025882539
911,13.50,0,0.00,5,18.00,90.00,4897025889460
912,9.50,0,0.00,4,13.80,55.20,6920130971879
913,9.50,0,0.00,2,13.80,27.60,6920130971886
914,5.00,0,0.00,2,5.90,11.80,6920907808612
915,5.00,0,0.00,2,5.90,11.80,6920907808575
916,10.00,0,0.00,8,12.50,100.00,6923450656181
917,10.00,0,0.00,5,12.50,62.50,6923450656150
918,10.00,0,0.00,5,12.50,62.50,6923450657935
919,10.00,0,0.00,2,12.50,25.00,6923450657638
920,10.00,0,0.00,8,12.50,100.00,6923450656860
929,8.00,0,0.00,1,10.50,10.50,4716076571745
930,8.00,0,0.00,1,10.50,10.50,4716076571769
931,8.50,0,0.00,2,11.00,22.00,4716076571462
932,8.00,0,0.00,1,10.50,10.50,4716076571714
933,8.00,0,0.00,1,10.50,10.50,4716076571691
934,8.00,0,0.00,2,10.50,21.00,4716076571707
935,8.50,0,0.00,1,11.00,11.00,4716076571479
936,14.00,0,0.00,2,17.50,35.00,6920153606222
937,14.00,0,0.00,1,17.50,17.50,6920153606215
938,40.00,0,0.00,2,52.00,104.00,9556854006008
939,12.50,0,0.00,1,16.00,16.00,4897044643081
940,9.00,0,0.00,16,11.50,184.00,6920609900362
941,54.00,0,0.00,2,65.90,131.80,6925785605865
942,31.00,0,0.00,1,35.80,35.80,6925785605797
943,31.00,0,0.00,1,38.90,38.90,6925785605902
944,27.00,0,0.00,2,33.90,67.80,6925785603441
945,27.00,0,0.00,1,33.80,33.80,6925785601898
946,40.00,0,0.00,1,50.00,50.00,8935024149669
947,5.00,0,0.00,10,6.50,65.00,6922895401226
948,33.00,0,0.00,2,42.00,84.00,9556121027149
949,8.80,0,0.00,1,11.00,11.00,9556121024025
950,39.00,0,0.00,1,50.00,50.00,9556121027163
952,12.00,0,0.00,2,15.00,30.00,4260290260027
953,12.00,0,0.00,16,15.00,240.00,4260290260010
954,48.00,0,0.00,1,59.00,59.00,4260290263042
955,10.50,0,0.00,13,13.00,169.00,9300639500041
956,12.00,0,0.00,1,15.00,15.00,4100290007089
957,5.00,0,0.00,11,6.20,68.20,5711953044380
966,5.00,0,0.00,7,6.20,43.40,5711953044366
967,12.00,0,0.00,2,15.00,30.00,4100290007072
968,78.00,0,0.00,2,104.00,208.00,6955801118659
969,15.20,0,0.00,1,18.90,18.90,6904007610542
970,15.00,0,0.00,1,18.00,18.00,6904007607856
971,36.00,0,0.00,1,40.00,40.00,6904007602578
972,36.00,0,0.00,1,40.00,40.00,6904007605920
973,10.00,0,0.00,8,12.50,100.00,6904007607917
974,6.50,0,0.00,1,7.90,7.90,6904007608563
975,6.50,0,0.00,5,7.90,39.50,6904007608570
976,38.00,0,0.00,7,44.70,312.90,6904007606606
977,16.00,0,0.00,2,20.10,40.20,6904007608211
979,6.50,0,0.00,24,8.50,204.00,3179730010591
980,6.50,0,0.00,24,8.50,204.00,3179730010560
981,64.00,0,0.00,1,78.00,78.00,4891599331288
982,3.70,0,0.00,42,4.50,189.00,6901808188881
983,2.40,0,0.00,1,3.00,3.00,6970783730132
984,2.40,0,0.00,16,3.00,48.00,6970783730019
985,3.50,0,0.00,1,4.30,4.30,6925303730574
986,3.20,0,0.00,16,4.00,64.00,6956367338680
987,5.20,0,0.00,4,6.60,26.40,3068320055008
990,13.00,0,0.00,3,15.80,47.40,6971738655364
991,18.00,0,0.00,3,21.50,64.50,6971738655333
992,13.00,0,0.00,4,15.80,63.20,6971738655395
993,13.00,0,0.00,6,15.80,94.80,6971738655371
994,19.00,0,0.00,4,21.80,87.20,6971738656095
1003,36.00,0,0.00,2,49.00,98.00,6947773601949
1004,50.00,0,0.00,13,59.00,767.00,6947689112454
1005,18.00,0,0.00,7,23.00,161.00,6947689112102
1006,63.00,0,0.00,4,78.00,312.00,6976354450058
1007,17.00,0,0.00,2,21.00,42.00,6976354450034
1008,75.00,0,0.00,1,98.00,98.00,6957890900335
1009,90.00,0,0.00,4,118.00,472.00,6971881050238
1010,34.00,0,0.00,8,40.00,320.00,6958196800499
1011,52.00,0,0.00,22,61.50,1353.00,6958196800338
1012,9.00,0,0.00,4,11.80,47.20,6921665714436
1013,10.00,0,0.00,2,12.80,25.60,6921665732577
1014,9.00,0,0.00,2,11.80,23.60,6921665714429
1015,75.00,0,0.00,23,95.00,2185.00,6971881050054
1016,30.00,0,0.00,1,37.90,37.90,4891913367238
1017,15.00,0,0.00,16,18.90,302.40,6950327000884
1018,20.50,0,0.00,1,25.80,25.80,6950327001041
1019,19.50,0,0.00,5,23.90,119.50,6950327001058
1020,103.00,0,0.00,8,128.00,1024.00,6957890900336
1021,150.00,0,0.00,5,185.00,925.00,6973820980132
1022,17.00,0,0.00,9,21.00,189.00,6945482421773
1025,15.90,0,0.00,3,18.70,56.10,6975624411010
1026,10.20,0,0.00,1,12.70,12.70,6941297400217
1027,3.70,0,0.00,41,4.70,192.70,6947798800112
1028,5.40,0,0.00,1,6.90,6.90,6956405213610
1029,5.40,0,0.00,8,6.70,53.60,6956405213627
1030,5.40,0,0.00,1,6.70,6.70,6956405213962
1031,5.40,0,0.00,8,6.70,53.60,6956405212927
1040,5.30,0,0.00,24,6.90,165.60,6974197980008
1043,16.00,0,0.00,76,19.50,1482.00,6954113701504
1046,47.00,0,0.00,5,57.50,287.50,6939656100090
1047,19.50,0,0.00,1,25.50,25.50,6972808382180
1048,55.00,0,0.00,2,66.90,133.80,6972808380421
1049,22.00,0,0.00,1,27.00,27.00,6972808382388
1050,47.00,0,0.00,2,57.50,115.00,6939656100663
1051,19.20,0,0.00,1,24.50,24.50,6973044387731
1053,37.20,0,0.00,1,45.50,45.50,6972808381145
1055,98.00,0,0.00,3,119.00,357.00,6972808388922
1056,24.00,0,0.00,4,29.90,119.60,6972808381992
1059,64.00,0,0.00,13,75.80,985.40,6947475900913
1060,114.00,0,0.00,1,144.00,144.00,6947475903242
1061,68.00,0,0.00,10,81.00,810.00,6947475902405
1062,100.00,0,0.00,1,128.80,128.80,6970866090580
1063,65.00,0,0.00,1,86.00,86.00,6971947498264
1064,68.00,0,0.00,1,82.00,82.00,6944910358360
1066,5.50,0,0.00,1,6.90,6.90,6922507804117
1067,3.50,0,0.00,11,4.50,49.50,6922507809754
1068,8.00,0,0.00,4,10.50,42.00,6922507821688
1077,8.00,0,0.00,1,10.50,10.50,6922507821701
1078,11.00,0,0.00,1,13.80,13.80,6922507805022
1079,6.00,0,0.00,3,7.50,22.50,6922507823903
1080,10.00,0,0.00,3,12.80,38.40,6922507804087
1081,10.00,0,0.00,3,12.80,38.40,6922507800638
1082,10.00,0,0.00,3,12.80,38.40,6922507800621
1083,6.00,0,0.00,1,7.50,7.50,6922507823910
1084,84.00,0,0.00,1,99.00,99.00,6944910337563
1086,37.00,0,0.00,13,45.00,585.00,6944910355765
1087,13.00,0,0.00,4,16.90,67.60,6944910352412
1088,39.00,0,0.00,2,55.00,110.00,6974919372371
1090,55.00,0,0.00,8,68.00,544.00,6970037311148
1091,72.00,0,0.00,1,88.00,88.00,6907992515533
1092,14.00,0,0.00,3,17.50,52.50,6922477411575
1093,14.00,0,0.00,2,17.50,35.00,6922477411551
1094,14.00,0,0.00,1,17.50,17.50,6922477411599
1095,14.00,0,0.00,7,17.50,122.50,6922477411544
1096,12.50,0,0.00,1,15.80,15.80,6922477400333
1097,12.50,0,0.00,2,15.80,31.60,6922477400524
1098,12.50,0,0.00,2,15.80,31.60,6922477400777
1099,15.50,0,0.00,10,19.80,198.00,6922477411087
1100,15.50,0,0.00,6,19.80,118.80,6922477411407
1101,8.40,0,0.00,2,10.80,21.60,6922477410547
1102,8.40,0,0.00,3,10.80,32.40,6922477410530
1103,11.50,0,0.00,1,13.90,13.90,6922477400227
1104,19.00,0,0.00,6,23.90,143.40,6922477400685
1105,6.50,0,0.00,4,8.50,34.00,6971550820001
1114,10.00,0,0.00,3,13.00,39.00,6971550821107
1115,11.60,0,0.00,5,14.80,74.00,6971550820643
1116,11.60,0,0.00,4,14.80,59.20,6971550820650
1117,72.00,0,0.00,2,88.00,176.00,6907992518077
1118,78.00,0,0.00,1,96.00,96.00,6907992519241
1119,27.00,0,0.00,4,35.80,143.20,6924810822406
1120,12.00,0,0.00,3,15.50,46.50,6924810801838
1121,7.00,0,0.00,9,8.80,79.20,6924810824608
1122,31.00,0,0.00,5,41.00,205.00,6924810810014
1123,28.70,0,0.00,6,36.80,220.80,6924810822222
1124,26.70,0,0.00,3,33.80,101.40,6924810822376
1125,19.00,0,0.00,1,24.00,24.00,6924810812216
1126,12.00,0,0.00,7,15.50,108.50,6924810801807
1127,63.00,0,0.00,2,78.00,156.00,6970037311421
1128,63.00,0,0.00,1,78.00,78.00,6970037311247
1129,39.00,0,0.00,8,49.00,392.00,6970037310158
1130,56.00,0,0.00,10,67.50,675.00,6970037314354
1131,70.00,0,0.00,16,88.00,1408.00,6935739919337
1132,15.80,0,0.00,1,19.80,19.80,6928494805717
1133,9.80,0,0.00,5,12.80,64.00,6928494805250
1134,5.00,0,0.00,6,6.60,39.60,6971550820698
1135,15.20,0,0.00,5,19.60,98.00,6971550821114
1136,5.00,0,0.00,7,6.60,46.20,6971550821046
1137,15.20,0,0.00,5,19.60,98.00,6971550821121
1138,11.50,0,0.00,2,14.80,29.60,6928494806448
1139,9.80,0,0.00,2,12.80,25.60,6928494805267
1140,6.00,0,0.00,4,7.90,31.60,6941704425000
1141,14.50,0,0.00,6,18.80,112.80,6941704425017
1142,11.50,0,0.00,3,14.80,44.40,6971550820599
1151,66.00,0,0.00,2,78.00,156.00,6907992514178
1152,54.00,0,0.00,3,66.00,198.00,6907992518992
1153,56.00,0,0.00,3,68.00,204.00,6907992514406
1154,57.00,0,0.00,4,68.00,272.00,6907992513829
1155,55.00,0,0.00,1,65.00,65.00,6907992512761
1156,53.00,0,0.00,6,65.00,390.00,6907992513157
1158,99.00,0,0.00,2,119.00,238.00,6941499119399
1161,0.44,0,0.00,175,0.50,87.50,3
