,importPrice,serialNum,sumAmount,sumTotal,supplier,unit
404,70.00,6935739919337,16.00,"1,408.00",西安腾旺贸易有限公司,提
406,84.00,6944910337563,1.00,99.00,西安腾旺贸易有限公司,袋
407,10.00,6922507800621,3.00,38.40,西安腾旺贸易有限公司,袋
408,10.00,6922507800638,3.00,38.40,西安腾旺贸易有限公司,袋
409,10.00,6922507804087,3.00,38.40,西安腾旺贸易有限公司,袋
410,5.50,6922507804117,1.00,6.90,西安腾旺贸易有限公司,袋
411,11.00,6922507805022,1.00,13.80,西安腾旺贸易有限公司,袋
412,3.50,6922507809754,11.00,49.50,西安腾旺贸易有限公司,袋
413,8.00,6922507821688,4.00,42.00,西安腾旺贸易有限公司,袋
414,8.00,6922507821701,1.00,10.50,西安腾旺贸易有限公司,袋
415,6.00,6922507823903,3.00,22.50,西安腾旺贸易有限公司,袋
416,6.00,6922507823910,1.00,7.50,西安腾旺贸易有限公司,袋
418,13.00,6944910352412,4.00,67.60,西安腾旺贸易有限公司,袋
419,37.00,6944910355765,13.00,585.00,西安腾旺贸易有限公司,袋
420,39.00,6974919372371,2.00,110.00,西安腾旺贸易有限公司,袋
422,99.00,6941499119399,2.00,238.00,西安腾旺贸易有限公司,桶
425,3.80,6970339116120,48.00,216.00,陕西小大贸易有限公司,盒
426,3.80,6970339116137,4.00,18.00,陕西小大贸易有限公司,盒
427,2.80,6970339116144,32.00,144.00,陕西小大贸易有限公司,盒
428,56.00,6970339116151,9.00,585.00,陕西小大贸易有限公司,提
429,3.00,6970339116373,44.00,176.00,陕西小大贸易有限公司,盒
430,5.80,6970339116588,18.00,124.20,陕西小大贸易有限公司,盒
431,8.50,6970339116915,2.00,21.00,陕西小大贸易有限公司,盒
432,3.50,6970339117097,16.00,72.00,陕西小大贸易有限公司,瓶
433,3.00,6970339117233,30.00,120.00,陕西小大贸易有限公司,瓶
434,11.00,6970339117523,5.00,72.50,陕西小大贸易有限公司,盒
435,11.00,6970339117554,4.00,58.00,陕西小大贸易有限公司,盒
436,5.80,6970339117646,1.00,7.50,陕西小大贸易有限公司,瓶
437,20.00,6970339117677,8.00,208.00,陕西小大贸易有限公司,盒
438,3.70,6970339117844,24.00,105.60,陕西小大贸易有限公司,盒
439,10.50,6970339117998,2.00,25.80,陕西小大贸易有限公司,盒
440,11.20,6970339118186,4.00,55.60,陕西小大贸易有限公司,盒
441,10.00,6970618570001,3.00,37.50,陕西小大贸易有限公司,盒
442,30.50,6970618570056,1.00,38.00,陕西小大贸易有限公司,盒
443,7.50,6970618570070,20.00,190.00,陕西小大贸易有限公司,盒
444,9.50,6970618570209,3.00,35.40,陕西小大贸易有限公司,盒
445,9.30,6970618570384,5.00,54.00,陕西小大贸易有限公司,盒
446,22.00,6970618570414,5.00,150.00,陕西小大贸易有限公司,盒
447,7.50,6970618570599,20.00,190.00,陕西小大贸易有限公司,盒
448,5.50,6927797622304,2.00,13.00,陕西小大贸易有限公司,盒
449,4.00,6927797622700,24.00,132.00,陕西小大贸易有限公司,盒
450,4.00,6927797622724,30.00,165.00,陕西小大贸易有限公司,盒
451,4.00,6927797623370,42.00,231.00,陕西小大贸易有限公司,盒
452,4.00,6927797623530,48.00,264.00,陕西小大贸易有限公司,盒
454,16.50,6970339116557,6.00,117.00,陕西小大贸易有限公司,盒
455,52.00,6923644232658,9.00,585.00,陕西小大贸易有限公司,提
456,50.00,6923644266318,18.00,"1,062.00",陕西小大贸易有限公司,提
457,60.50,6923644295844,2.00,152.00,陕西小大贸易有限公司,提
458,58.00,6923644297251,7.00,476.00,陕西小大贸易有限公司,提
459,55.00,6923644299804,2.00,136.00,陕西小大贸易有限公司,提
462,0.44,3,175.00,87.50,新城区西华陶瓷厨具经营部,条
465,4.30,6902538004045,1.00,5.20,西安海和景商贸有限公司,瓶
466,4.30,6902538004052,1.00,5.20,西安海和景商贸有限公司,瓶
467,7.00,8855044004628,2.00,19.80,西安海和景商贸有限公司,瓶
468,4.30,6902538005141,2.00,10.40,西安海和景商贸有限公司,瓶
469,7.00,8855044006684,1.00,9.90,西安海和景商贸有限公司,瓶
470,5.00,6917878030623,2.00,13.00,西安海和景商贸有限公司,瓶
471,11.50,6943851102674,1.00,14.50,西安海和景商贸有限公司,瓶
472,11.50,6943851102780,2.00,29.00,西安海和景商贸有限公司,瓶
473,13.50,6973497200045,5.00,84.00,西安海和景商贸有限公司,瓶
474,13.50,6973497200052,7.00,117.60,西安海和景商贸有限公司,瓶
475,4.60,6973497200205,4.00,24.00,西安海和景商贸有限公司,瓶
476,5.00,6973497200304,20.00,130.00,西安海和景商贸有限公司,瓶
477,4.60,6973497202346,3.00,17.40,西安海和景商贸有限公司,瓶
478,4.60,6973497202360,20.00,116.00,西安海和景商贸有限公司,瓶
479,4.60,6973497202940,9.00,52.20,西安海和景商贸有限公司,瓶
480,12.80,6923555210462,3.00,44.70,西安海和景商贸有限公司,盒
481,12.80,6923555210479,2.00,29.80,西安海和景商贸有限公司,盒
482,12.80,6923555212749,3.00,44.70,西安海和景商贸有限公司,盒
483,4.80,6974878230101,17.00,98.60,西安海和景商贸有限公司,瓶
484,4.80,6972863230105,21.00,123.90,西安海和景商贸有限公司,瓶
485,4.00,6935498308793,34.00,166.60,西安海和景商贸有限公司,瓶
486,6.50,6971196385070,18.00,142.20,西安海和景商贸有限公司,瓶
487,6.50,6971196385162,5.00,39.50,西安海和景商贸有限公司,瓶
488,6.50,6971196385179,5.00,39.50,西安海和景商贸有限公司,瓶
489,5.80,6954767401836,2.00,14.00,西安海和景商贸有限公司,瓶
490,4.00,6954767422688,15.00,72.00,西安海和景商贸有限公司,瓶
491,2.10,6954767430386,10.00,25.00,西安海和景商贸有限公司,瓶
492,5.00,6973782440347,1.00,6.00,西安海和景商贸有限公司,瓶
493,1.80,6922255447833,26.00,62.40,西安海和景商贸有限公司,瓶
494,10.00,6901818460878,3.00,37.50,西安海和景商贸有限公司,瓶
495,6.50,6973852490005,50.00,375.00,西安海和景商贸有限公司,瓶
496,4.10,6921168500956,7.00,34.30,西安海和景商贸有限公司,瓶
497,3.50,6926892501033,2.00,8.40,西安海和景商贸有限公司,瓶
498,1.30,6921168509256,48.00,81.60,西安海和景商贸有限公司,瓶
499,1.20,6921168511280,73.00,116.80,西安海和景商贸有限公司,瓶
500,22.00,6975131550721,18.00,534.60,西安海和景商贸有限公司,瓶
501,4.00,6921168558018,17.00,81.60,西安海和景商贸有限公司,瓶
502,4.00,6921168558025,30.00,144.00,西安海和景商贸有限公司,瓶
503,4.00,6921168558032,17.00,81.60,西安海和景商贸有限公司,瓶
504,4.00,6921168558049,34.00,163.20,西安海和景商贸有限公司,瓶
505,7.50,6921168559176,13.00,114.40,西安海和景商贸有限公司,瓶
506,3.50,6926892568081,1.00,4.20,西安海和景商贸有限公司,瓶
507,2.20,6903004568511,157.00,376.80,西安海和景商贸有限公司,瓶
508,6.60,6921168593804,11.00,79.20,西安海和景商贸有限公司,瓶
509,8.00,6921168594726,4.00,39.60,西安海和景商贸有限公司,瓶
510,8.00,6921168594733,2.00,19.80,西安海和景商贸有限公司,瓶
511,3.00,6921168594993,2.00,7.38,西安海和景商贸有限公司,瓶
512,3.00,6921168595006,2.00,7.38,西安海和景商贸有限公司,瓶
513,4.20,6921168596348,1.00,5.00,西安海和景商贸有限公司,瓶
514,6.00,6972549660035,18.00,135.00,西安海和景商贸有限公司,瓶
515,3.80,6972549660097,16.00,78.40,西安海和景商贸有限公司,瓶
516,3.80,6972549660134,19.00,93.10,西安海和景商贸有限公司,瓶
517,4.20,6972549660677,31.00,155.00,西安海和景商贸有限公司,瓶
518,4.20,6972549660905,18.00,90.00,西安海和景商贸有限公司,瓶
519,4.20,6972549660929,3.00,15.00,西安海和景商贸有限公司,瓶
520,4.10,6972549661254,4.00,19.20,西安海和景商贸有限公司,瓶
521,5.70,8859015700168,87.00,669.90,西安海和景商贸有限公司,瓶
522,2.30,6938309700526,6.00,18.00,西安海和景商贸有限公司,瓶
523,7.30,6937003701327,19.00,167.20,西安海和景商贸有限公司,瓶
524,8.00,4891028707899,5.00,47.50,西安海和景商贸有限公司,盒
525,6.50,6974348720002,1.00,7.90,西安海和景商贸有限公司,瓶
526,6.50,6974348720019,4.00,31.60,西安海和景商贸有限公司,瓶
527,6.50,6974348720392,17.00,134.30,西安海和景商贸有限公司,瓶
528,4.60,6975176782460,17.00,96.90,西安海和景商贸有限公司,瓶
529,4.00,6957735788861,0.00,0.00,西安海和景商贸有限公司,罐
530,3.50,6974800840286,2.00,9.00,西安海和景商贸有限公司,瓶
531,3.50,6974800840330,1.00,4.50,西安海和景商贸有限公司,瓶
532,12.30,6901347880390,10.00,149.00,西安海和景商贸有限公司,盒
533,4.20,6970399920415,15.00,75.00,西安海和景商贸有限公司,瓶
534,5.20,6970399921092,1.00,6.30,西安海和景商贸有限公司,瓶
535,5.00,6970399922365,33.00,214.50,西安海和景商贸有限公司,瓶
536,5.00,6970399922518,34.00,221.00,西安海和景商贸有限公司,瓶
537,5.00,6970399927247,1.00,6.30,西安海和景商贸有限公司,瓶
538,2.10,6936571950052,1.00,2.50,西安海和景商贸有限公司,罐
539,8.00,6971836970123,2.00,19.80,西安海和景商贸有限公司,瓶
540,8.10,6971836970444,2.00,19.20,西安海和景商贸有限公司,瓶
541,4.40,6974906990588,3.00,16.20,西安海和景商贸有限公司,瓶
542,4.40,6974906990595,4.00,21.60,西安海和景商贸有限公司,瓶
543,3.90,6944839992065,1.00,4.70,西安海和景商贸有限公司,瓶
545,15.50,6920509001251,4.00,91.20,西安海和景商贸有限公司,袋
546,24.80,6920509001404,8.00,292.00,西安海和景商贸有限公司,袋
547,4.50,6941541002068,1.00,5.90,西安海和景商贸有限公司,盒
548,4.50,6941541002129,1.00,5.90,西安海和景商贸有限公司,盒
549,5.70,6941541005236,1.00,7.50,西安海和景商贸有限公司,盒
550,5.70,6941541006349,1.00,7.50,西安海和景商贸有限公司,盒
551,10.00,6971284201206,12.00,152.40,西安海和景商贸有限公司,盒
552,7.00,6971284201220,5.00,44.50,西安海和景商贸有限公司,盒
553,10.00,6971284201244,7.00,88.90,西安海和景商贸有限公司,盒
554,16.00,6971885311816,4.00,83.20,西安海和景商贸有限公司,盒
555,16.00,6971885311892,2.00,41.60,西安海和景商贸有限公司,盒
556,4.60,6926410320214,3.00,18.00,西安海和景商贸有限公司,盒
557,4.60,6926410321501,8.00,48.00,西安海和景商贸有限公司,盒
558,4.60,6926410330954,4.00,24.00,西安海和景商贸有限公司,盒
559,15.50,6971807592699,5.00,97.50,西安海和景商贸有限公司,袋
560,15.50,6971807593382,8.00,156.00,西安海和景商贸有限公司,袋
561,15.50,6971807593764,4.00,78.00,西安海和景商贸有限公司,袋
562,8.50,6972779770016,10.00,125.00,西安海和景商贸有限公司,袋
563,8.50,6972779770023,2.00,25.00,西安海和景商贸有限公司,袋
566,9.00,6922824000643,12.00,138.00,陕西臻泽农业发展有限公司,瓶
567,9.00,6922824001329,2.00,23.00,陕西臻泽农业发展有限公司,瓶
568,2.20,6907592001429,1.00,2.80,陕西臻泽农业发展有限公司,袋
569,6.50,4893888001575,3.00,25.50,陕西臻泽农业发展有限公司,瓶
570,11.00,6906303002434,2.00,33.00,陕西臻泽农业发展有限公司,瓶
571,6.50,6906303002441,1.00,8.50,陕西臻泽农业发展有限公司,袋
572,5.00,6901377002502,4.00,28.00,陕西臻泽农业发展有限公司,袋
573,3.30,6906303004469,4.00,18.00,陕西臻泽农业发展有限公司,袋
574,3.80,6906303004476,11.00,60.50,陕西臻泽农业发展有限公司,袋
575,3.80,6906303004605,2.00,11.00,陕西臻泽农业发展有限公司,袋
576,5.00,6906303004612,20.00,130.00,陕西臻泽农业发展有限公司,包
577,3.00,6906303004643,1.00,4.00,陕西臻泽农业发展有限公司,袋
578,3.50,6901754040936,14.00,63.00,陕西臻泽农业发展有限公司,袋
579,7.50,6922824055018,2.00,20.00,陕西臻泽农业发展有限公司,瓶
580,6.00,6922824055063,11.00,83.60,陕西臻泽农业发展有限公司,瓶
581,10.00,6922824075016,2.00,25.00,陕西臻泽农业发展有限公司,瓶
582,6.50,6936072100154,1.00,8.80,陕西臻泽农业发展有限公司,袋
583,7.50,6936072100369,1.00,9.50,陕西臻泽农业发展有限公司,袋
584,5.80,6936072100468,3.00,21.00,陕西臻泽农业发展有限公司,袋
585,24.00,6936072100871,1.00,34.90,陕西臻泽农业发展有限公司,袋
586,8.80,6922130101485,21.00,220.50,陕西臻泽农业发展有限公司,袋
587,13.00,6922130118483,6.00,99.00,陕西臻泽农业发展有限公司,瓶
588,1.70,6901754150505,16.00,35.20,陕西臻泽农业发展有限公司,袋
589,4.70,6924116170010,2.00,11.80,陕西臻泽农业发展有限公司,瓶
590,4.70,6924116188879,2.00,11.80,陕西臻泽农业发展有限公司,瓶
591,8.90,6902534238338,1.00,13.00,陕西臻泽农业发展有限公司,盒
592,1.60,6942046300017,1.00,2.00,陕西臻泽农业发展有限公司,袋
593,1.60,6942046300055,9.00,18.00,陕西臻泽农业发展有限公司,袋
594,3.50,6915993301895,3.00,13.50,陕西臻泽农业发展有限公司,袋
595,1.20,6915993302229,11.00,16.50,陕西臻泽农业发展有限公司,袋
596,1.20,6915993303028,19.00,28.50,陕西臻泽农业发展有限公司,袋
597,1.20,6915993303363,24.00,36.00,陕西臻泽农业发展有限公司,袋
598,11.00,6915993304650,3.00,43.80,陕西臻泽农业发展有限公司,袋
599,8.50,6918678310014,2.00,21.00,陕西臻泽农业发展有限公司,瓶
600,11.80,6935953399984,3.00,43.50,陕西臻泽农业发展有限公司,袋
601,12.50,6935953399991,5.00,74.50,陕西臻泽农业发展有限公司,袋
602,4.50,6955381400601,5.00,32.50,陕西臻泽农业发展有限公司,盒
603,4.50,6955381400700,6.00,39.00,陕西臻泽农业发展有限公司,盒
604,11.00,6918678423035,2.00,29.00,陕西臻泽农业发展有限公司,瓶
605,4.50,6935616500016,4.00,22.80,陕西臻泽农业发展有限公司,袋
606,18.00,6930305500049,3.00,65.40,陕西臻泽农业发展有限公司,瓶
607,2.20,6944296500049,4.00,11.20,陕西臻泽农业发展有限公司,袋
608,3.50,6920143500509,11.00,51.70,陕西臻泽农业发展有限公司,袋
609,8.50,6936749501109,9.00,106.20,陕西臻泽农业发展有限公司,盒
610,8.50,6936749501116,3.00,35.40,陕西臻泽农业发展有限公司,盒
611,5.30,6922848608870,1.00,6.30,陕西臻泽农业发展有限公司,盒
612,10.50,6939044610002,1.00,12.50,陕西臻泽农业发展有限公司,袋
613,12.70,6942032700029,12.00,190.80,陕西臻泽农业发展有限公司,袋
614,11.50,6942032700050,8.00,104.00,陕西臻泽农业发展有限公司,袋
615,11.50,6942032700067,7.00,91.00,陕西臻泽农业发展有限公司,袋
616,12.70,6942032700098,5.00,79.50,陕西臻泽农业发展有限公司,袋
617,8.50,6921804700184,3.00,33.00,陕西臻泽农业发展有限公司,瓶
618,9.00,6921804700757,3.00,34.50,陕西臻泽农业发展有限公司,瓶
619,10.00,6972011732017,3.00,38.40,陕西臻泽农业发展有限公司,瓶
620,22.50,6922877745508,5.00,165.00,陕西臻泽农业发展有限公司,盒
621,4.00,6970470758319,7.00,41.30,陕西臻泽农业发展有限公司,袋
622,13.00,6933453800078,6.00,102.00,陕西臻泽农业发展有限公司,袋
623,4.30,6925714800569,2.00,11.80,陕西臻泽农业发展有限公司,袋
624,1.30,6920633801048,3.00,4.50,陕西臻泽农业发展有限公司,袋
625,5.50,6972559820108,3.00,20.40,陕西臻泽农业发展有限公司,瓶
626,5.50,6920319827799,2.00,13.80,陕西臻泽农业发展有限公司,瓶
627,5.00,6911567886096,1.00,6.40,陕西臻泽农业发展有限公司,瓶
628,3.40,6906303888885,28.00,126.00,陕西臻泽农业发展有限公司,盒
629,3.40,6906303888908,3.00,13.50,陕西臻泽农业发展有限公司,袋
630,6.50,6928454900087,7.00,59.50,陕西臻泽农业发展有限公司,瓶
631,9.00,6947769900766,7.00,81.20,陕西臻泽农业发展有限公司,瓶
632,8.00,6922165900770,1.00,10.90,陕西臻泽农业发展有限公司,瓶
633,8.80,6947769901008,5.00,54.00,陕西臻泽农业发展有限公司,瓶
634,11.20,6909689901483,9.00,121.50,陕西臻泽农业发展有限公司,瓶
635,1.50,6917790975323,46.00,87.40,陕西臻泽农业发展有限公司,袋
638,21.80,6957335213015,7.00,180.60,西安超乐惠商贸有限公司,盒
639,37.00,6957335215026,2.00,91.20,西安超乐惠商贸有限公司,盒
640,23.00,6957335216023,8.00,214.40,西安超乐惠商贸有限公司,盒
641,29.50,6943036808032,20.00,718.00,西安超乐惠商贸有限公司,盒
642,12.10,6943036809015,6.00,88.80,西安超乐惠商贸有限公司,盒
643,67.00,6943036812046,1.00,79.00,西安超乐惠商贸有限公司,盒
645,8.00,6974613130079,1.00,9.90,西安超乐惠商贸有限公司,盒
646,8.00,6974613130086,1.00,9.90,西安超乐惠商贸有限公司,盒
647,46.00,6974613130345,2.00,110.00,西安超乐惠商贸有限公司,袋
649,12.50,6921774200639,4.00,55.20,西安超乐惠商贸有限公司,袋
650,4.00,6921774214070,2.00,8.80,西安超乐惠商贸有限公司,桶
651,4.00,6921774241540,2.00,8.80,西安超乐惠商贸有限公司,桶
652,4.00,6921774242714,4.00,17.60,西安超乐惠商贸有限公司,桶
653,14.50,6970870270152,1.00,17.60,西安超乐惠商贸有限公司,瓶
654,8.00,6970870270664,1.00,9.90,西安超乐惠商贸有限公司,瓶
655,8.00,6970870270671,6.00,59.40,西安超乐惠商贸有限公司,瓶
656,12.50,6921774271547,6.00,82.80,西安超乐惠商贸有限公司,袋
657,12.50,6921774271561,2.00,27.60,西安超乐惠商贸有限公司,袋
658,12.50,6921774271622,4.00,55.20,西安超乐惠商贸有限公司,袋
659,11.90,6970870272231,1.00,14.90,西安超乐惠商贸有限公司,瓶
660,12.50,6921774286305,2.00,27.60,西安超乐惠商贸有限公司,袋
661,23.20,3800014288381,1.00,28.50,西安超乐惠商贸有限公司,瓶
662,8.50,6901715291247,8.00,74.40,西安超乐惠商贸有限公司,袋
663,12.20,6901715292527,3.00,42.00,西安超乐惠商贸有限公司,袋
664,89.00,6954434300851,3.00,324.00,西安超乐惠商贸有限公司,盒
665,15.80,6923250611267,2.00,39.00,西安超乐惠商贸有限公司,袋
666,15.80,6923250611281,1.00,19.50,西安超乐惠商贸有限公司,袋
667,14.00,6919892634108,1.00,16.30,西安超乐惠商贸有限公司,袋
668,14.00,6919892634603,2.00,32.60,西安超乐惠商贸有限公司,袋
669,15.80,6923250642193,2.00,39.00,西安超乐惠商贸有限公司,袋
670,13.50,6920731700106,3.00,48.00,西安超乐惠商贸有限公司,盒
671,30.00,6931051900893,2.00,76.00,西安超乐惠商贸有限公司,盒
674,4.00,6974919370087,3.00,22.80,陕西野森林现代农业有限公司,袋
675,16.00,6974919370254,2.00,42.60,陕西野森林现代农业有限公司,袋
676,31.50,6974919370476,1.00,41.30,陕西野森林现代农业有限公司,袋
677,6.00,6974919371367,4.00,31.20,陕西野森林现代农业有限公司,袋
678,5.50,6974919371374,1.00,7.60,陕西野森林现代农业有限公司,袋
679,22.50,6974919371923,6.00,174.00,陕西野森林现代农业有限公司,袋
680,6.50,6974919372210,2.00,17.00,陕西野森林现代农业有限公司,袋
681,13.00,6926213557985,1.00,17.60,陕西野森林现代农业有限公司,袋
682,20.00,6928710600034,7.00,182.00,陕西野森林现代农业有限公司,袋
683,45.00,6928710600058,1.00,54.80,陕西野森林现代农业有限公司,包
684,20.00,6928710600065,5.00,124.00,陕西野森林现代农业有限公司,袋
685,18.00,6928710600072,4.00,92.00,陕西野森林现代农业有限公司,袋
686,18.00,6928710600089,7.00,166.60,陕西野森林现代农业有限公司,包
687,26.00,6928710600096,8.00,278.40,陕西野森林现代农业有限公司,袋
688,7.50,6928710600164,7.00,62.30,陕西野森林现代农业有限公司,袋
689,20.00,6924773600257,8.00,200.00,陕西野森林现代农业有限公司,袋
690,37.00,6928710600362,6.00,297.00,陕西野森林现代农业有限公司,包
691,22.00,6928710600485,11.00,313.50,陕西野森林现代农业有限公司,包
692,15.00,6928710600980,1.00,18.50,陕西野森林现代农业有限公司,袋
693,15.00,6928710601178,1.00,19.50,陕西野森林现代农业有限公司,袋
694,6.00,6928710601215,5.00,37.50,陕西野森林现代农业有限公司,包
695,52.00,6928710601512,4.00,270.00,陕西野森林现代农业有限公司,包
696,33.00,6928710601611,1.00,45.00,陕西野森林现代农业有限公司,袋
697,65.00,6928710601765,5.00,399.50,陕西野森林现代农业有限公司,袋
698,65.00,6928710601772,1.00,79.90,陕西野森林现代农业有限公司,袋
699,50.00,6928710602212,1.00,62.50,陕西野森林现代农业有限公司,袋
700,45.00,6928710602304,3.00,173.70,陕西野森林现代农业有限公司,袋
701,29.00,6928710609075,2.00,78.00,陕西野森林现代农业有限公司,袋
702,14.00,6928710609228,2.00,39.80,陕西野森林现代农业有限公司,瓶
703,11.50,6928710660052,3.00,47.10,陕西野森林现代农业有限公司,袋
704,48.00,6928710660069,1.00,64.90,陕西野森林现代农业有限公司,袋
706,7.00,6907592000026,1.00,8.80,陕西野森林现代农业有限公司,瓶
707,5.90,6907592001245,3.00,21.00,陕西野森林现代农业有限公司,瓶
708,5.90,6907592001948,8.00,60.00,陕西野森林现代农业有限公司,瓶
709,9.00,6907592002013,8.00,102.40,陕西野森林现代农业有限公司,瓶
710,6.00,6907592007025,1.00,7.90,陕西野森林现代农业有限公司,瓶
711,1.30,6926198012233,45.00,81.00,陕西野森林现代农业有限公司,袋
712,11.00,6924115086107,2.00,27.80,陕西野森林现代农业有限公司,瓶
713,8.00,6902265107057,2.00,21.00,陕西野森林现代农业有限公司,瓶
